NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,위도,경도
14333,서울공감치과의원,치과의원,02-907-8275,1081,"서울특별시 강북구 도봉로 295, (수유동)",,37.6349587,127.0229467
14334,성모더원신경외과의원,의원,02-980-1275,1081,"서울특별시 강북구 도봉로 295, 스타타워 6,7,8,15층 (수유동)",,37.6349587,127.0229467
14335,연세백세내과의원,의원,02-6933-3240,1081,"서울특별시 강북구 도봉로 295, 스타타워 3,4층 (수유동)",,37.6349587,127.0229467
14336,경희미르애한의원,한의원,02-882-2060,8793,"서울특별시 관악구 남부순환로 1942, 302호 (봉천동, 대영빌딩)",,37.4764006,126.9645233
14337,맑음정신건강의학과의원,의원,02-6052-0004,8793,"서울특별시 관악구 남부순환로 1942, 5층 (봉천동)",,37.4764006,126.9645233
14338,서울삼성치과의원,치과의원,02-883-7528,8793,"서울특별시 관악구 남부순환로 1942, 4층 (봉천동)",http://seoulsamsungdent.com,37.4764006,126.9645233
14339,연세속편한내과의원,의원,02-6746-6252,8793,"서울특별시 관악구 남부순환로 1942, 2층 (봉천동)",,37.4764006,126.9645233
14340,연세피부과의원,의원,02-883-1338,8793,"서울특별시 관악구 남부순환로 1942, (봉천동)",,37.4764006,126.9645233
14341,김성경내과의원,의원,02-918-7555,2717,"서울특별시 성북구 보국문로 48, 지상2,3층 (정릉동)",,37.6085852,127.0100868
14342,자혜한의원,한의원,02-2266-3636,4554,"서울특별시 중구 수표로2길 1, (충무로3가)",http://www.happyhani.kr/,37.5621836,126.9906407
14343,송이여성의원,의원,02-942-2700,2710,"서울특별시 성북구 보국문로 43, (정릉동,야원빌딩 4층)",http://songeclinic.co.kr ,37.6081881,127.0098725
14344,안의원,의원,02-830-7505,2710,"서울특별시 성북구 보국문로 43, 2층 1호 (정릉동, 야원빌딩)",,37.6081881,127.0098725
14345,오이비인후과의원,의원,02-911-8270,2710,"서울특별시 성북구 보국문로 43, 2층 (정릉동)",,37.6081881,127.0098725
14346,자하연치과의원,치과의원,914-2804,2710,"서울특별시 성북구 보국문로 43, 지상3층 (정릉동)",,37.6081881,127.0098725
14347,정릉손정신건강의학과의원,의원,02-918-7582,2710,"서울특별시 성북구 보국문로 43, 3층 (정릉동)",,37.6081881,127.0098725
14348,정릉우리약국,약국,02-942-8831,2710,"서울특별시 성북구 보국문로 43, 야원빌딩 103호 (정릉동)",,37.6081881,127.0098725
14349,우리대한약국,약국,02-908-2225,1081,"서울특별시 강북구 도봉로81길 3, 1층 (수유동)",,37.6351215,127.0229281
14350,서울남정치과의원,치과의원,02-762-2022,3074,"서울특별시 종로구 창경궁로 243, 2층 (명륜2가)",,37.5835424,126.9990051
14351,양지한의원,한의원,02-907-8002,1054,"서울특별시 강북구 한천로144길 32, (수유동, 기계주차대)",,37.6422575,127.0265391
14352,경희수진한의원,한의원,02-793-8275,4426,"서울특별시 용산구 이촌로 264, 삼익상가 2층 206호 (이촌동)",,37.5191264,126.9758635
14353,경희이촌한의원,한의원,02-796-3337,4426,"서울특별시 용산구 이촌로 264, (이촌동)",,37.5191264,126.9758635
14354,굿모닝치과의원,치과의원,02-798-7528,4426,"서울특별시 용산구 이촌로 264, (이촌동)",,37.5191264,126.9758635
14355,김용철마취통증의학과의원,의원,02-742-0333,3079,"서울특별시 종로구 창경궁로 234, 동화빌딩 3,4층 301,401호 (명륜4가)",,37.5824974,126.9985547
14356,뉘앙스성형외과의원,의원,02-6221-0202,4426,"서울특별시 용산구 이촌로 264, 삼익아파트 201, 202호 (이촌동)",,37.5191264,126.9758635
14357,로하스가정의학과의원,의원,02-790-7470,4426,"서울특별시 용산구 이촌로 264, (이촌동, 삼익아파트)",http://www.lohascare.org/index.asp,37.5191264,126.9758635
14358,소망약국,약국,02-795-5582,4426,"서울특별시 용산구 이촌로 264, (이촌동)",,37.5191264,126.9758635
14359,혜화수약국,약국,02-762-0045,3079,"서울특별시 종로구 창경궁로 234, 동화빌딩 103호 (명륜4가)",,37.5824974,126.9985547
14360,윤한의원,한의원,02-989-0275,1187,"서울특별시 강북구 솔샘로 205, (미아동)",,37.6202696,127.015479
14361,의료법인편강의료재단 편강한의원,한의원,02-757-1717,4553,"서울특별시 중구 수표로 5, 1,2층 (충무로2가)",,37.5616626,126.990312
14362,더나은마취통증의학과의원,의원,02-3292-2688,2717,"서울특별시 성북구 보국문로 50, 지상3층 301호 (정릉동, 청수프라자)",,37.6088572,127.0100752
14363,이상주치과의원,치과의원,942-2679,2717,"서울특별시 성북구 보국문로 50, 지상2층 204호 (정릉동)",,37.6088572,127.0100752
14364,이소진의원,의원,02-909-8877,2717,"서울특별시 성북구 보국문로 50, 201호,202호 (정릉동)",http://www.leesojin.co.kr/index.asp,37.6088572,127.0100752
14365,이인기한의원,한의원,02-912-6699,2717,"서울특별시 성북구 보국문로 50, 303호(청수프라자) (정릉동)",,37.6088572,127.0100752
14366,동성한의원,한의원,02-765-1075,3076,"서울특별시 종로구 혜화로 14, (혜화동)",,37.5867878,127.0003133
14367,서울더블유W내과의원,의원,02-6951-4545,1122,"서울특별시 강북구 삼양로 258, 2층 (미아동)",,37.6263702,127.0184577
14368,참약사 우리가족약국,약국,,1122,"서울특별시 강북구 삼양로 258, 지1층 (미아동)",,37.6263702,127.0184577
14369,밝은삼성안과의원,의원,02-900-1310,1394,"서울특별시 도봉구 도당로 2, (쌍문동)",,37.6584222,127.0353016
14370,하늘숲소아청소년과의원,의원,02-904-3553,1394,"서울특별시 도봉구 도당로 2, 4층 (쌍문동)",,37.6584222,127.0353016
14371,행운치과의원,치과의원,02-878-1357,8801,"서울특별시 관악구 남부순환로 1935, 한국해양소년단연맹 2층 (봉천동)",,37.4769987,126.9644992
14372,성철제치과의원,치과의원,02-2273-1249,3193,"서울특별시 종로구 종로 144, (종로3가)",,37.5702151,126.9935309
14373,경희한방약국,약국,878-7578,8793,"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",,37.4744628,126.9638567
14374,낙성대성모이비인후과의원,의원,02-6275-1223,8793,"서울특별시 관악구 남부순환로 1940, 301호 (봉천동)",,37.4765017,126.9643271
14375,밀알약국,약국,02-998-7975,1081,"서울특별시 강북구 덕릉로 79, (수유동)",,37.6348059,127.0226211
14376,스타약국,약국,882-4062,8793,"서울특별시 관악구 남부순환로 1940, 104호 (봉천동)",,37.4765017,126.9643271
14377,소나무한의원,한의원,02-906-1075,1073,"서울특별시 강북구 노해로8길 22, 301,303호 (수유동, 경남아너스빌)",,37.6379138,127.0241592
14378,청암한의원,한의원,02-6104-3636,1309,"서울특별시 도봉구 도봉로 773, 1층 (도봉동)",,37.6735889,127.0439269
14379,혜담한의원,한의원,02-747-1250,3068,"서울특별시 종로구 혜화로 11, (명륜1가)",,37.5865584,127.0001316
14380,다온약국,약국,02-999-8082,1394,"서울특별시 도봉구 도당로 6, 1층 105호 (쌍문동, 쌍문동 LG트윈빌2)",,37.6587139,127.0353644
14381,쌍문마디튼튼의원,의원,02-904-1033,1394,"서울특별시 도봉구 도당로 6, 1층 101,102,103,104호 (쌍문동, 쌍문동 LG트윈빌2)",,37.6587139,127.0353644
14382,도봉예감한의원,한의원,02-908-5333,1394,"서울특별시 도봉구 도당로 10, 2층 203호 (쌍문동, 쌍문동 LG트윈빌1)",,37.6590877,127.035564
14383,이사랑턱치과의원,치과의원,02-974-2873,1394,"서울특별시 도봉구 도당로 10, 2층 201, 202호 (쌍문동, 쌍문동 LG트윈빌1)",,37.6590877,127.035564
14384,정릉약국,약국,02-914-3982,2709,"서울특별시 성북구 보국문로 45, 1층 (정릉동)",,37.6085458,127.0097638
14385,대지약국,약국,02-945-8946,1110,"서울특별시 강북구 삼양로 247, 3층 (미아동)",,37.6255182,127.017747
14386,미래소아청소년과의원,의원,02-987-7015,1110,"서울특별시 강북구 삼양로 247, 3층 (미아동, 롯데마트 삼양점)",http://ansoa.mdrline.net/Module/DoctorInfo/DoctorInfo.asp,37.6255182,127.017747
14387,낙성대약국,약국,02-883-9100,8793,"서울특별시 관악구 남부순환로 1938, 1층 (봉천동, 성은빌딩)",,37.4765678,126.9641291
14388,박미란소아청소년과의원,의원,02-872-3274,8793,"서울특별시 관악구 남부순환로 1938, (봉천동)",,37.4765678,126.9641291
14389,백동한의원,한의원,02-3443-0098,8793,"서울특별시 관악구 남부순환로 1938, 6층 (봉천동, 성은빌딩)",,37.4765678,126.9641291
14390,유치과의원,치과의원,02-872-2828,8793,"서울특별시 관악구 남부순환로 1938, 401호 (봉천동, 성은빌딩)",http://,37.4765678,126.9641291
14391,청구약국,약국,02-989-1449,1110,"서울특별시 강북구 삼양로 255, (미아동)",http://,37.6261612,127.0180494
14392,현대정형외과의원,의원,02-989-3119,1110,"서울특별시 강북구 삼양로 255, (미아동, 청구약국)",,37.6261612,127.0180494
14393,서울봄빛치과의원,치과의원,02-741-2855,3068,"서울특별시 종로구 혜화로 13, 2층 (명륜1가, 신한은행)",,37.5866829,126.9999655
14394,동의보감한의원,한의원,02-900-7566,1385,"서울특별시 도봉구 해등로 198, (쌍문동)",,37.6583227,127.0349177
14395,의료법인성화의료재단  대한병원,종합병원,02-903-3232,1081,"서울특별시 강북구 도봉로 301, (수유동, 대한병원)",http://www.daehanh.com,37.6354747,127.0226914
14396,내일맑음재활의학과의원,의원,02-2088-4922,1187,"서울특별시 강북구 솔샘로 203, 연세빌딩 3층 (미아동)",,37.6203258,127.0151356
14397,솔샘우리약국,약국,02-987-5634,1187,"서울특별시 강북구 솔샘로 203, 1층 (미아동)",,37.6203258,127.0151356
14398,연세내과의원,의원,02-981-8275,1187,"서울특별시 강북구 솔샘로 203, 2층 (미아동)",,37.6203258,127.0151356
14399,인창한의원,한의원,02-3491-6555,1344,"서울특별시 도봉구 방학로 132, (방학동)",,37.6630541,127.0375717
14400,한스치과의원,치과의원,02-6951-2993,1187,"서울특별시 강북구 솔샘로 203, 4층 (미아동)",,37.6203258,127.0151356
14401,미소담약국,약국,02-6349-2589,2709,"서울특별시 성북구 보국문로 49, 1층 (정릉동)",,37.6088047,127.0096764
14402,비타민약국,약국,02-882-3778,8801,"서울특별시 관악구 남부순환로 1933, 101호 (봉천동)",,37.4771316,126.9641781
14403,혜화설약국,약국,02-766-8273,3073,"서울특별시 종로구 성균관로 1, 1호 (명륜2가)",,37.5832304,126.9984158
14404,혜화영상의학과의원,의원,02-766-6117,3073,"서울특별시 종로구 창경궁로 233, (명륜4가, 혜화진단방사선과의원)",,37.5828605,126.9982709
14405,경희든든한의원,한의원,6952-0875,2710,"서울특별시 성북구 보국문로11길 7, 동우빌딩 2층 (정릉동)",,37.6082948,127.0093209
14406,이사랑치과의원,치과의원,02-3493-7533,1318,"서울특별시 도봉구 도봉로180나길 41, 409호,410호 (도봉동, 도봉한신아파트상가)",,37.6843208,127.0499431
14407,성모소아청소년과의원,의원,02-954-2010,1319,"서울특별시 도봉구 도봉로180나길 34, 2층 (도봉동)",,37.6837813,127.04959
14408,청솔한의원,한의원,02-900-8050,1054,"서울특별시 강북구 한천로 1056, (수유동)",,37.6412596,127.0255024
14409,푸른약국,약국,02-956-3388,1319,"서울특별시 도봉구 도봉로180나길 34, 1층 (도봉동)",,37.6837813,127.04959
14410,연세하늘치과의원,치과의원,02-2278-2875,4553,"서울특별시 중구 삼일대로4길 12, 2층 (충무로2가)",,37.5619287,126.9898713
14411,도봉한의원,한의원,02-3492-9933,1350,"서울특별시 도봉구 도당로27길 52, 1,2층 (방학동)",,37.669625,127.0410992
14412,정릉경희한의원,한의원,02-913-0075,2710,"서울특별시 성북구 보국문로11길 11, 3층 (정릉동)",,37.6084391,127.0092751
14413,다나약국,약국,02-997-7795,1081,"서울특별시 강북구 덕릉로 75, 석우빌딩 1층 (수유동)",,37.6348219,127.0220774
14414,수유정형외과의원,의원,02-986-8385,1081,"서울특별시 강북구 덕릉로 75, 3층 (수유동, 석우빌딩)",,37.6348219,127.0220774
14415,유제윤치과의원,치과의원,02-902-9110,1081,"서울특별시 강북구 덕릉로 75, 4층 (수유동, 석우빌딩)",,37.6348219,127.0220774
14416,365본맥한의원,한의원,02-943-2500,2709,"서울특별시 성북구 보국문로 51, 2층 (정릉동, 안진빌딩)",,37.6091314,127.0095397
14417,정릉이비인후과의원,의원,02-911-2133,2709,"서울특별시 성북구 보국문로 51, 1층 (정릉동, 안진빌딩)",,37.6091314,127.0095397
14418,김현주한의원,한의원,02-873-1075,8793,"서울특별시 관악구 남부순환로 1934, 202호 (봉천동, 낙성대빌딩)",,37.4766427,126.9637515
14419,삼성수안과의원,의원,02-887-7500,8793,"서울특별시 관악구 남부순환로 1934, 낙성대빌딩 201호 (봉천동)",,37.4766427,126.9637515
14420,심외과의원,의원,02-902-2963,1080,"서울특별시 강북구 수유로 83, (수유동)",,37.6363726,127.022781
14421,엘산부인과의원,의원,02-877-3114,8793,"서울특별시 관악구 남부순환로 1934, 낙성대빌딩 3층 (봉천동)",,37.4766427,126.9637515
14422,자연향한의원,한의원,994-1075,1080,"서울특별시 강북구 수유로 83, 2층 (수유동)",,37.6363726,127.022781
14423,경희부연한의원,한의원,02-905-7553,1385,"서울특별시 도봉구 도당로 7, 3층 (쌍문동)",,37.6587514,127.0348063
14424,멜론약국,약국,02-942-2712,2709,"서울특별시 성북구 보국문로 53, (정릉동)",,37.6092683,127.0095062
14425,지명한의원,한의원,02-3492-4554,1389,"서울특별시 도봉구 방학로 137-1, 1층 (방학동)",,37.6626298,127.0369036
14426,김경진치과의원,치과의원,02-764-2975,3138,"서울특별시 종로구 종로 139, (종로3가)",,37.5707471,126.9930362
14427,동서통합의원,의원,02-907-0114,1053,"서울특별시 강북구 한천로 1058, 2층 (수유동)",,37.6413899,127.0252911
14428,동서통합한의원,한의원,02-907-0114,1053,"서울특별시 강북구 한천로 1058, (수유동)",,37.6413899,127.0252911
14429,안국온누리약국,약국,02-900-3980,1053,"서울특별시 강북구 한천로 1058, (수유동)",,37.6413899,127.0252911
14430,황치과의원,치과의원,02-915-7109,2710,"서울특별시 성북구 정릉로23길 64, 지상3층 (정릉동)",,37.6085405,127.0091237
14431,신일병원,병원,02-903-5121,1081,"서울특별시 강북구 덕릉로 73, (수유동)",,37.6347937,127.0218488
14432,연세한의원,한의원,02-992-6694,1385,"서울특별시 도봉구 해등로 202, (쌍문동)",,37.6582503,127.0343735
14433,양지약국,약국,02-2266-6968,4552,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",,37.5632131,126.9899643
14434,연세올바른정형외과의원,의원,02-943-2288,2709,"서울특별시 성북구 보국문로 57, 지하1층~4층 (정릉동)",,37.6095214,127.0094378
14435,영락내과의원,의원,2272-9211,4552,"서울특별시 중구 수표로 23, 영락빌딩 201호 (저동2가)",,37.5632131,126.9899643
14436,삼성웰약국,약국,02-875-7114,8793,"서울특별시 관악구 남부순환로 1932, 1층 (봉천동)",,37.4768293,126.9635703
14437,쌍용치과의원,치과의원,02-2273-5654,4550,"서울특별시 중구 마른내로 23, 2층 (저동2가)",,37.5648989,126.9905918
14438,서울예다운치과의원,치과의원,02-745-7582,3074,"서울특별시 종로구 성균관로 12, 301호 (명륜2가,유니지오빌딩)",,37.5839747,126.9981823
14439,강북서울치과의원,치과의원,02-992-7050,1070,"서울특별시 강북구 한천로 1057, 3층 (수유동)",,37.6410869,127.0249401
14440,명가한의원,한의원,992-1025,1070,"서울특별시 강북구 한천로 1057, (수유동)",,37.6410869,127.0249401
14441,제일정형외과의원,의원,02-955-7700,1308,"서울특별시 도봉구 도봉로 801, 2층 (도봉동)",,37.6759404,127.0443038
14442,혜민약국,약국,954-1653,1309,"서울특별시 도봉구 도봉로159길 17, (도봉동)",,37.6743403,127.043285
14443,이선우성형외과의원,의원,02-2271-0020,3193,"서울특별시 종로구 종로 132, 3층 (종로3가)",,37.5701309,126.9923633
14444,마디튼튼재활의학과의원,의원,02-883-9986,8793,"서울특별시 관악구 남부순환로 1926, 경동제약빌딩 2층 (봉천동)",,37.4768257,126.9631587
14445,바른치과의원,치과의원,02-883-2804,8793,"서울특별시 관악구 남부순환로 1926, 경동제약빌딩 2층 (봉천동)",,37.4768257,126.9631587
14446,연세드림의원,의원,02-955-2291,1320,"서울특별시 도봉구 도봉로180길 46, 1층 (도봉동)",,37.6822329,127.0477553
14447,청춘약국,약국,02-954-7131,1320,"서울특별시 도봉구 도봉로180길 46, 1층 101호 (도봉동)",,37.6822329,127.0477553
14448,늘푸른온누리약국,약국,873-3431,8801,"서울특별시 관악구 남부순환로 1925, (봉천동)",,37.4775333,126.9633039
14449,바로바로의원,의원,02-956-8808,1349,"서울특별시 도봉구 시루봉로 290, (도봉동, 1~3층)",,37.671099,127.0411099
14450,연세다온치과의원,치과의원,02-878-2834,8801,"서울특별시 관악구 남부순환로 1925, 5층 (봉천동, 호전빌딩)",,37.4775333,126.9633039
14451,연세탱탱피부과의원,의원,02-6083-3927,8801,"서울특별시 관악구 남부순환로 1925, 7층 (봉천동)",,37.4775333,126.9633039
14452,영락온누리약국,약국,02-3493-6350,1349,"서울특별시 도봉구 시루봉로 290, (도봉동)",,37.671099,127.0411099
14453,건강약국,약국,02-3492-3588,1353,"서울특별시 도봉구 도당로 109, 방학동상가주택1층 102호 (방학동)",,37.6668387,127.0386144
14454,늘푸른약국,약국,02-3493-3823,1308,"서울특별시 도봉구 도봉로163길 7, (도봉동)",,37.6760511,127.0439883
14455,보스톤치과의원,치과의원,02-796-7274,4423,"서울특별시 용산구 이촌로65가길 72, (이촌동)",,37.520857,126.9749726
14456,유외과의원,의원,02-954-0237,1307,"서울특별시 도봉구 도봉로 813, (도봉동)",,37.6770819,127.0445896
14457,이종성치과의원,치과의원,02-955-3423,1307,"서울특별시 도봉구 도봉로 813, (도봉동)",,37.6770819,127.0445896
14458,타운내과의원,의원,02-954-7038,1307,"서울특별시 도봉구 도봉로 813, 2층 (도봉동)",,37.6770819,127.0445896
14459,숨편한인광호내과의원,의원,02-942-3375,2711,"서울특별시 성북구 보국문로 68-1, 3층 (정릉동)",,37.6105924,127.0093549
14460,해맑은한의원,한의원,02-742-8875,3073,"서울특별시 종로구 성균관로 13-1, (명륜2가)",,37.5839829,126.9976426
14461,장갑성애플치과의원,치과의원,02-764-4155,3138,"서울특별시 종로구 돈화문로 24, 3층 (종로3가)",,37.5707578,126.9922948
14462,승약국,약국,02-981-5581,1180,"서울특별시 강북구 솔매로 38, (미아동)",,37.6254369,127.0164096
14463,최재영치과의원,치과의원,02-3493-2853,1343,"서울특별시 도봉구 방학로 144, 1,2층 (방학동, 명주빌딩)",,37.6629356,127.0362244
14464,태평양약국,약국,02-2274-6228,3192,"서울특별시 종로구 수표로20길 43, 1층 (종로3가)",,37.5700552,126.9919295
14465,늘푸른비뇨기과의원,의원,02-2272-5588,3192,"서울특별시 종로구 종로 128, 6층 (종로3가, 화영빌딩)",http://www.egclinic.co.kr/new_main/main.asp,37.5701516,126.9919191
14466,다나약국,약국,02-2263-9293,3192,"서울특별시 종로구 종로 128, 302호 (종로3가)",,37.5701516,126.9919191
14467,뽀얀피부과의원,의원,02-2273-5118,3192,"서울특별시 종로구 종로 128, 5층 (종로3가, 화영빌딩)",http://www.poyan.co.kr/,37.5701516,126.9919191
14468,정극모치과의원,치과의원,02-2266-6733,3192,"서울특별시 종로구 종로 128, 403호 (종로3가, 화영빌딩)",,37.5701516,126.9919191
14469,종로의원,의원,02-2268-0035,3192,"서울특별시 종로구 종로 128, 화영빌딩 4층 401호 (종로3가)",,37.5701516,126.9919191
14470,도봉태평양약국,약국,02-955-6228,1307,"서울특별시 도봉구 도봉로 821, 1층 (도봉동)",,37.6777608,127.0447649
14471,노영숙산부인과의원,의원,02-882-9900,8793,"서울특별시 관악구 남부순환로 1924, 201호 (봉천동, 동림빌딩)",,37.4769073,126.9628806
14472,소담약국,약국,02-765-2126,3074,"서울특별시 종로구 성균관로 18, (명륜2가)",,37.5844025,126.9976533
14473,하늘벗한의원,한의원,885-7575,8793,"서울특별시 관악구 남부순환로 1924, (봉천동, 동림오피스텔)",,37.4769073,126.9628806
14474,동국치과의원,치과의원,02-902-2297,1070,"서울특별시 강북구 한천로 1063-1, 대원빌딩 4층 (수유동)",,37.6414724,127.0244038
14475,동부약국,약국,02-795-6242,4423,"서울특별시 용산구 이촌로 245, (이촌동)",,37.5199425,126.9744286
14476,이영호치과의원,치과의원,02-2272-2469,4552,"서울특별시 중구 마른내로 18, (저동2가, 저동빌딩)",,37.5646361,126.9897407
14477,종로팔팔온누리약국,약국,,3138,"서울특별시 종로구 돈화문로 30, 3호선 종로3가역 지하2층 319-205-4호 (묘동)",,37.5712712,126.9922588
14478,곰돌이한의원,한의원,02-882-7582,8793,"서울특별시 관악구 남부순환로 1922, 8층 (봉천동)",,37.4770296,126.9626545
14479,도병욱가정의학과의원,의원,02-3493-0373,1342,"서울특별시 도봉구 도당로 94, (방학동)",,37.6656388,127.037391
14480,제생약국,약국,02-956-3675,1342,"서울특별시 도봉구 도당로 94, (방학동)",,37.6656388,127.037391
14481,수보약국,약국,02-914-1555,2709,"서울특별시 성북구 솔샘로6길 63, (정릉동)",,37.6088134,127.0080654
14482,참사랑가정의학과의원,의원,02-918-1919,2709,"서울특별시 성북구 솔샘로6길 63, 2층 (정릉동)",,37.6088134,127.0080654
14483,종로성지약국,약국,02-511-8283,3138,"서울특별시 종로구 돈화문로 30, 3호선 종로3가역 319-306호 (묘동)",,37.5712712,126.9922588
14484,서울에이스치과의원,치과의원,02-745-8692,2880,"서울특별시 성북구 성북로 71, 2층 (성북동)",,37.5930714,127.0010061
14485,종로센트럴약국,약국,02-743-1937,3139,"서울특별시 종로구 종로 127-2, 영흥빌딩 104호 (종로3가)",,37.5706944,126.9917912
14486,종로연세참재활의학과의원,의원,02-762-7576,3139,"서울특별시 종로구 종로 127-2, 영흥빌딩 3,4층 (종로3가)",,37.5706944,126.9917912
14487,을지연세치과의원,치과의원,02-2275-2879,4543,"서울특별시 중구 을지로 109, 3층 (을지로3가, 칠보빌딩)",,37.5664725,126.9901252
14488,하늘마음한의원,한의원,02-2269-8562,4543,"서울특별시 중구 을지로 109, 칠보빌딩 3층 (을지로3가)",,37.5664725,126.9901252
14489,강규욱치과의원,치과의원,02-764-2875,3067,"서울특별시 종로구 혜화로 46-1, 3층 (혜화동, 류화빌딩)",,37.5897138,126.9994294
14490,약선당한의원,한의원,02-6338-7888,8801,"서울특별시 관악구 남부순환로 1919, 2층 (봉천동)",,37.477696,126.9626322
14491,태평양약국,약국,02-919-2525,2711,"서울특별시 성북구 보국문로16길 31, (정릉동)",,37.6114223,127.0091051
14492,경희숲한의원,한의원,909-1942,2711,"서울특별시 성북구 보국문로 76, 지상2층 (정릉동)",,37.6111344,127.0089637
14493,신흥약국,약국,914-4103,2711,"서울특별시 성북구 보국문로 76, (정릉동)",,37.6111344,127.0089637
14494,MBS한의원,한의원,3406-9180,4551,"서울특별시 중구 수표로 45, 9층 (저동2가, 비즈센터)",http://www.mbshealing.co.kr,37.5653389,126.9895589
14495,경희김주원한의원,한의원,02-999-9933,4551,"서울특별시 중구 수표로 45, 비즈센터 1114~1116호 (저동2가)",,37.5653389,126.9895589
14496,동의명가한의원,한의원,02-421-1075,1389,"서울특별시 도봉구 도당로 40, 2층 (방학동)",,37.6618069,127.034991
14497,신세계약국,약국,02-945-2636,3192,"서울특별시 종로구 종로 124-1, (종로3가)",,37.570136,126.9914134
14498,닥터쁘띠의원명동점,의원,02-6953-8433,4537,"서울특별시 중구 퇴계로 145, 세종호텔 3층 (충무로2가)",,37.5615327,126.9881004
14499,신우리약국,약국,02-2267-1570,4551,"서울특별시 중구 마른내로 13, (저동2가)",,37.5648862,126.9893575
14500,흑석유약국,약국,02-884-1511,6982,"서울특별시 동작구 현충로10길 88-6, 110호 (흑석동, 흑석한강센트레빌상가)",,37.5041582,126.9693542
14501,청수한의원,한의원,02-918-1431,2709,"서울특별시 성북구 솔샘로6길 66, 2층 (정릉동)",,37.6087365,127.007788
14502,해맑은동의보감한의원,한의원,02-3492-0075,1348,"서울특별시 도봉구 도당로19길 59, 1층 (방학동)",,37.6697372,127.0394731
14503,웅플란트치과의원,치과의원,02-765-0861,3139,"서울특별시 종로구 종로 125, (종로3가)",,37.5706843,126.9915576
14504,동남약국,약국,02-2273-3233,3192,"서울특별시 종로구 종로 124, (종로3가)",,37.5701274,126.9912977
14505,SK온누리약국,약국,02-983-8895,1192,"서울특별시 강북구 솔샘로 184, 에스케이북한산시티 112~113호(미아동) (미아동)",,37.6199404,127.012925
14506,SK우리들정형외과의원,의원,02-986-8707,1192,"서울특별시 강북구 솔샘로 184, 210호 (미아동, SK북한산시티아파트상가 )",,37.6199404,127.012925
14507,길치과의원,치과의원,02-985-2875,1103,"서울특별시 강북구 삼양로 293, (수유동, 서영프라자)",,37.6297559,127.0177412
14508,삼천약국,약국,02-988-8020,1103,"서울특별시 강북구 삼양로 293, 서영프라자 (수유동)",,37.6297559,127.0177412
14509,서울수치과의원,치과의원,02-945-7222,1192,"서울특별시 강북구 솔샘로 184, (미아동)",,37.6199404,127.012925
14510,서울하나의원,의원,02-986-7511,1192,"서울특별시 강북구 솔샘로 184, 107,108호 (미아동, SK북한산시티아파트주상가)",,37.6199404,127.012925
14511,오렌지약국,약국,02-982-7247,1192,"서울특별시 강북구 솔샘로 184, SK아파트주상가 115~116호(미아동) (미아동)",,37.6199404,127.012925
14512,이기영내과의원,의원,02-983-9828,1192,"서울특별시 강북구 솔샘로 184, 120호 (미아동, SK아파트주상가)",,37.6199404,127.012925
14513,임플러스치과의원,치과의원,02-982-7528,1192,"서울특별시 강북구 솔샘로 184, 201(일부)호 (미아동)",,37.6199404,127.012925
14514,추재학이비인후과의원,의원,02-984-8725,1192,"서울특별시 강북구 솔샘로 184, 119호 (미아동, SK북한산시티아파트상가 )",,37.6199404,127.012925
14515,정릉부부치과의원,치과의원,02-915-5797,2711,"서울특별시 성북구 보국문로18길 1, 지상3층 (정릉동)",,37.611567,127.008928
14516,한솔내과의원,의원,02-943-8370,2711,"서울특별시 성북구 보국문로18길 1, 4층 401호 (정릉동)",,37.611567,127.008928
14517,와이즈유의원,의원,02-777-0528,4537,"서울특별시 중구 명동8가길 52, 3층 (충무로2가)",,37.5617602,126.9879759
14518,관악전치과의원,치과의원,02-889-8038,8742,"서울특별시 관악구 남부순환로 1917, (봉천동)",,37.4778515,126.9623723
14519,서울연세치과의원,치과의원,02-956-7528,1389,"서울특별시 도봉구 방학로 155, 2층 (방학동)",,37.6623268,127.0349522
14520,길한의원,한의원,02-904-7533,1342,"서울특별시 도봉구 도당로 80, 방학동근생 2층 (방학동)",,37.6648434,127.0363673
14521,김철훈치과의원,치과의원,02-3493-3180,1342,"서울특별시 도봉구 도당로 80, 월송빌딩 B1층 1호 (방학동)",,37.6648434,127.0363673
14522,방학서울의원,의원,956-4080,1342,"서울특별시 도봉구 도당로 80, 지상 3,4층 (방학동)",,37.6648434,127.0363673
14523,방학태평양약국,약국,02-3491-6626,1342,"서울특별시 도봉구 도당로 80, 방학동근생 1층 (방학동)",,37.6648434,127.0363673
14524,종로아산본정형외과의원,의원,02-745-7575,3139,"서울특별시 종로구 종로 123, 고영빌딩 3층 (종로3가)",,37.5706658,126.9912921
14525,한마음약국,약국,02-2271-2861,4552,"서울특별시 중구 마른내로 10, (저동2가)",,37.5645328,126.988897
14526,윤약국,약국,02-994-1686,1070,"서울특별시 강북구 한천로 1071, 태양빌딩 (수유동)",,37.6419086,127.0237834
14527,가족건강의원,의원,02-903-1556,1387,"서울특별시 도봉구 해등로 218, (쌍문동)",,37.6581634,127.0325391
14528,경희결한의원,한의원,02-999-8181,1387,"서울특별시 도봉구 해등로 218, (쌍문동)",,37.6581634,127.0325391
