NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
9779,강남삼성치과의원,치과의원,02-517-7528,06596,"서울특별시 서초구 서초대로 287, 석정빌딩 3층 (서초동)",
9780,교대역약국,약국,02-3478-9083,06596,"서울특별시 서초구 서초대로 287, 1층 (서초동)",
9781,교대연세마취통증의학과의원,의원,02-595-7595,06596,"서울특별시 서초구 서초대로 287, 석정빌딩 2층 (서초동)",
9782,다솜마취통증의학과의원,의원,02-512-8582,06034,"서울특별시 강남구 압구정로2길 35, 502호 (신사동)",
9783,어려진의원,의원,0507-1334-6088,06526,"서울특별시 서초구 강남대로97길 10, 2층 (잠원동)",http://www.fillharmony.co.kr
9784,서울가정의학과의원,의원,02-2291-2258,04741,"서울특별시 성동구 독서당로 384, (응봉동)",www.familydoc.kr/
9785,손한의원,한의원,02-2297-7575,04741,"서울특별시 성동구 독서당로 384, (응봉동)",
9786,현대약국,약국,02-2292-0217,04741,"서울특별시 성동구 독서당로 384, 중앙노인정 102호 (응봉동)",
9787,삼성플란트치과의원,치과의원,02-6956-8275,01829,"서울특별시 노원구 공릉로59길 28, (하계동, 미성아파트)",
9788,신성치과의원,치과의원,02-547-0466,06526,"서울특별시 서초구 강남대로 603, 3층 (잠원동, 경복빌딩)",
9789,임명준안과의원,의원,02-973-6394,01829,"서울특별시 노원구 공릉로59길 28, 3층 2호 (하계동, 미성상가)",
9790,동문약국,약국,02-949-7070,01830,"서울특별시 노원구 공릉로59나길 78-10, (하계동)",
9791,박성원치과의원,치과의원,02-936-6292,01721,"서울특별시 노원구 중계로 184, 201호 (중계동, 중계종합상가)",
9792,행복한아이정신건강의학과의원,의원,02-537-3600,06596,"서울특별시 서초구 서초중앙로 145, 중산빌딩 2층 201호 (서초동)",
9793,늘사랑의원,의원,02-979-0311,01748,"서울특별시 노원구 노원로16길 15, 상가동 1층 101,102,103호 (하계동, 중계주공9단지아파트)",
9794,그린몰치과의원,치과의원,02-548-2833,06035,"서울특별시 강남구 도산대로1길 13, ICT TOWER 1층 (신사동)",
9795,달비성형외과의원,의원,02-515-7070,06035,"서울특별시 강남구 도산대로1길 13, ICT TOWER 2층 (신사동)",
9796,싱싱온누리약국,약국,070-5025-6227,06035,"서울특별시 강남구 강남대로 620, 영일빌딩 1층 일부호 (신사동)",
9797,이비엠한의원,한의원,1599-5019,06645,"서울특별시 서초구 서초대로50길 8, 관정빌딩 3층층 (서초동)",
9798,하루에치과의원,치과의원,1544-0208,06028,"서울특별시 강남구 강남대로162길 41-11, 하루에치과빌딩 지하1층,지상2~3층 (신사동)",http://www.davincidoctor.com
9799,예진산부인과의원,의원,02-3295-5952,02572,"서울특별시 동대문구 왕산로 179, 2층 (제기동)",
9800,제일정형외과의원,의원,02-3293-0111,02572,"서울특별시 동대문구 왕산로 179, 1층 (제기동)",
9801,청량리연세제일치과의원,치과의원,02-963-1114,02572,"서울특별시 동대문구 왕산로 179, 2층 2호 (제기동)",
9802,서울크리스탈의원,의원,3472-7585,06596,"서울특별시 서초구 서초중앙로 147, 서초법조타운 302호 (서초동)",
9803,하나약국,약국,02-591-3619,06596,"서울특별시 서초구 서초중앙로 147, 서초법조타운 105호 (서초동)",
9804,레리의원,의원,02-541-1045,06526,"서울특별시 서초구 강남대로 605, 휴먼TOWER 12층 1202호 (잠원동)",
9805,마노성형외과의원,의원,0000-0000,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 14층 (잠원동)",
9806,마이디피부과의원,의원,02-3444-8585,06526,"서울특별시 서초구 강남대로 605, 5층 (잠원동, 휴먼타워)",
9807,맘스외과성형외과의원,의원,02-518-4020,06526,"서울특별시 서초구 강남대로 605, 4층 (잠원동, 휴먼타워)",http://www.mammsclinic.com
9808,모플러스성형외과의원,의원,02-548-5863,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 8층 (잠원동)",
9809,미플러스치과의원,치과의원,02-515-7928,06526,"서울특별시 서초구 강남대로 605, 6층 (잠원동, 휴먼타워)",
9810,바로일성형외과의원,의원,02-514-0681,06526,"서울특별시 서초구 강남대로 605, 지하1층 (잠원동, 세양21세기 휴먼TOWER)",
9811,바이미성형외과의원,의원,02-2039-0801,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 12층 (잠원동)",
9812,볼륨성형외과의원,의원,545-2500,06526,"서울특별시 서초구 강남대로 605, (잠원동,휴먼빌딩 9층)",
9813,비오페이스의원,의원,02-1833-8838,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 10층 (잠원동)",
9814,신사행복나눔약국,약국,02-546-2728,06526,"서울특별시 서초구 강남대로 605, 휴먼TOWER 104호 (잠원동)",
9815,연세스탠다정형외과의원,의원,02-511-2077,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 2층,6층 201호,202호,601호일부,602호일부,603호일부호 (잠원동)",
9816,오엠성형외과의원,의원,02-541-3332,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 13층 (잠원동)",
9817,킹스치과의원,치과의원,02-541-6880,06526,"서울특별시 서초구 강남대로 605, 3층 (잠원동, 휴먼타워)",http://www.kingsdental.co.kr/main/main.php
9818,티오피성형외과의원,의원,02-545-8700,06526,"서울특별시 서초구 강남대로 605, 세양21세기 휴먼TOWER 11층 (잠원동)",
9819,휴먼마인드정신건강의학과의원,의원,542-2502,06526,"서울특별시 서초구 강남대로 605, 501호 (잠원동, 휴먼타워)",http://www.human-mind.co.kr/
9820,나음정신건강의학과의원,의원,02-491-8882,02787,"서울특별시 성북구 화랑로 248, 장위뉴타워 7층 702호 (석관동)",
9821,돌곶이온누리약국,약국,02-967-5555,02787,"서울특별시 성북구 화랑로 248, 장위뉴타워 102호, 102-1호 (석관동)",
9822,만세정형외과의원,의원,02-959-8875,02787,"서울특별시 성북구 화랑로 248, 4층 401~404호 (석관동, 장위뉴타워)",
9823,미보치과의원,치과의원,02-964-2875,02787,"서울특별시 성북구 화랑로 248, 6층 (석관동, 장위뉴타워)",http://blog.naver.com/goongsoo
9824,약선당한의원,한의원,02-6215-7888,02787,"서울특별시 성북구 화랑로 248, 304호 (석관동, 장위뉴타워)",
9825,연세속편한의원,의원,02-967-3333,02787,"서울특별시 성북구 화랑로 248, 501~503호 (석관동, 장위뉴타워)",http://www.ezsok.com
9826,오안과의원,의원,02-911-4516,02787,"서울특별시 성북구 화랑로 248, 장위뉴타워 7층 703호 (석관동)",
9827,강덕내과의원,의원,02-966-4364,02484,"서울특별시 동대문구 홍릉로 34-1, (청량리동)",
9828,혜민약국,약국,02-960-2083,02484,"서울특별시 동대문구 홍릉로 34-1, (청량리동)",http://
9829,1삼성탑의원,의원,02-2299-8875,04709,"서울특별시 성동구 고산자로 255, 5층 (도선동, 케이-타워)",
9830,강치과의원,치과의원,02-2282-5992,04709,"서울특별시 성동구 고산자로 255, 지상12층 (도선동, 케이 타워)",
9831,센터맨남성의원,의원,02-962-0725,04709,"서울특별시 성동구 고산자로 255, 8층 (도선동, 케이 타워)",
9832,희망약국,약국,02-2299-8282,04709,"서울특별시 성동구 고산자로 255, 1층 (도선동)",
9833,박플란트치과의원,치과의원,02-2296-8228,04709,"서울특별시 성동구 고산자로 253, 201호~205호 (도선동, 다남매타워)",
9834,비타민약국,약국,02-2299-3226,04709,"서울특별시 성동구 고산자로 253, 401호 (도선동)",
9835,하나가정의원,의원,02-2281-8912,04709,"서울특별시 성동구 고산자로 253, 402, 403호 (도선동, 다남매빌딩)",
9836,예미안치과의원,치과의원,02-521-2751,06645,"서울특별시 서초구 서초대로 280, 2층 (서초동)",http://www.yemians.co.kr/
9837,누가치과의원,치과의원,02-597-7888,06671,"서울특별시 서초구 효령로 237, 206호 (서초동, 한신리빙타워)",
9838,서의원,의원,3472-7267,06671,"서울특별시 서초구 효령로 237, 109호 (서초동, 한신리빙타워)",
9839,서초베스트외과의원,의원,02-587-8575,06671,"서울특별시 서초구 효령로 237, 202호 (서초동, 서초한신리빙타워)",
9840,솔약국,약국,02-523-6875,06671,"서울특별시 서초구 효령로 237, 103-1호 (서초동, 서초한신리빙타워)",
9841,아토윌사랑한의원,한의원,02-522-0022,06671,"서울특별시 서초구 효령로 237, 204호 (서초동, 서초한신리빙타워)",
9842,1층엔약국,약국,02-518-3014,06035,"서울특별시 강남구 강남대로 624, ICT TOWER 1층 일부호 (신사동)",
9843,고유성형외과의원,의원,02-540-6888,06035,"서울특별시 강남구 강남대로 624, ICT TOWER, 8층 일부 (신사동)",
9844,고유한의원,한의원,02-545-5888,06035,"서울특별시 강남구 강남대로 624, ICT TOWER, 8층 일부 (신사동)",
9845,스마일디치과의원,치과의원,02-512-2085,06035,"서울특별시 강남구 강남대로 624, ICT TOWER 13층 (신사동)",https://smiled.co.kr/
9846,신사디온의원,의원,02-6956-9792,06035,"서울특별시 강남구 강남대로 624, ICT TOWER 9층 (신사동)",
9847,에스앤유안과의원,의원,02-548-0201,06035,"서울특별시 강남구 강남대로 624, ICT TOWER 3, 12층 (신사동)",
9848,타토아의원,의원,02-542-0222,06035,"서울특별시 강남구 강남대로 624, 2층 (신사동, ICT타워)",
9849,플라덴성형외과의원,의원,02-900-5555,06035,"서울특별시 강남구 강남대로 624, ICT TOWER 4층 (신사동)",http://www.pladen.com
9850,엠씨지치과의원,치과의원,02-3477-0014,06605,"서울특별시 서초구 서초중앙로 166, 7층 (서초동)",http://www.mcgsmile.com/
9851,바른웅치과의원,치과의원,02-3444-2871,06028,"서울특별시 강남구 논현로175길 101, 2층 (신사동, 송우빌딩)",http://
9852,성동리아한의원,한의원,02-2295-8875,04716,"서울특별시 성동구 고산자로 201, 4층 (행당동)",
9853,제일약국,약국,02-2293-6946,04742,"서울특별시 성동구 독서당로 378, (응봉동)",
9854,행당서울치과의원,치과의원,02-2299-4933,04716,"서울특별시 성동구 고산자로 201, 2층 (행당동, 세종빌딩)",
9855,경희신망애한의원,한의원,02-967-9667,02573,"서울특별시 동대문구 약령시로 126, 4층 (청량리동)",
9856,석관서울좋은치과의원,치과의원,02-963-1485,02787,"서울특별시 성북구 화랑로 246, 지상2층 (석관동)",
9857,뷰티크의원,의원,02-2088-4842,02560,"서울특별시 동대문구 왕산로 168, 9층 (용두동)",
9858,청량리왕플란트치과의원,치과의원,02-966-2888,02560,"서울특별시 동대문구 왕산로 168, 10층 (용두동)",http://cheongnyangni.yongplant.com
9859,경희보궁한의원,한의원,02-543-0025,06035,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 2층 (신사동)",
9860,디라운지피부과의원,의원,02-515-6171,06035,"서울특별시 강남구 강남대로 626, 6층 (신사동)",www.d-lounge.co.kr
9861,아임의원,의원,02-549-0101,06035,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 3층 (신사동)",
9862,퍼펙트비뇨의학과의원,의원,513-9366,06035,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 5층 (신사동)",http://www.perfecturology.com 
9863,아이큐성형외과의원,의원,02-567-9919,06027,"서울특별시 강남구 압구정로2길 28, 1층~5층 (신사동)",
9864,닥터뉴욕치과의원,치과의원,02-542-7700,06524,"서울특별시 서초구 강남대로 613, 4층 (잠원동)",http://www.drny.co.kr
9865,바른치과의원,치과의원,02-2292-2275,04716,"서울특별시 성동구 고산자로 203, 2층 (행당동)",
9866,신사넘버파이브의원,의원,02-540-8555,06524,"서울특별시 서초구 강남대로 613, 성락빌딩 2층 (잠원동)",
9867,신사에그의원,의원,0507-1393-5540,06524,"서울특별시 서초구 강남대로 613, 5,6,7층 (잠원동)",
9868,청구경희한의원,한의원,02-549-1075,06524,"서울특별시 서초구 강남대로 613, 성락빌딩 지하1층,지상1층 (잠원동)",http://www.bluehillclinic.com
9869,후문약국,약국,971-0241,01830,"서울특별시 노원구 공릉로59나길 64, (하계동)",
9870,메이퓨어의원,의원,0000-0000,01734,"서울특별시 노원구 중계로 201, 오성프라자 4층 (중계동)",
9871,이석민치과의원,치과의원,02-533-0111,06526,"서울특별시 서초구 신반포로47길 124, 텍사스바 근생빌딩B동 2층 (잠원동)",
9872,정정권치과의원,치과의원,02-938-5538,01734,"서울특별시 노원구 중계로 201, (중계동)",
9873,구재용치과의원,치과의원,02-935-1204,01743,"서울특별시 노원구 한글비석로 227, 3층 (중계동, 이진빌딩)",
9874,노원을지대학교병원,종합병원,02-970-8000,01830,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",http://www.eulji.or.kr/default.asp
9875,영재한의원,한의원,02-952-3266,01743,"서울특별시 노원구 한글비석로 227, (중계동)",
9876,건강과행복이열리는약국,약국,933-9696,01734,"서울특별시 노원구 한글비석로 242, 113호, 114호 (중계동, 삼부프라자)",
9877,웰비뇨기과의원,의원,02-930-0925,01734,"서울특별시 노원구 한글비석로 242, (중계동)",
9878,이원재한의원,한의원,02-952-1075,01734,"서울특별시 노원구 한글비석로 242, 3층 (중계동)",
9879,중계수치과의원,치과의원,02-3392-2828,01734,"서울특별시 노원구 한글비석로 242, (중계동, 삼부프라자)",
9880,365열린내과의원,의원,02-976-3658,01790,"서울특별시 노원구 한글비석로 77, 3층 (하계동)",
9881,경동정형외과의원,의원,02-964-1961,02573,"서울특별시 동대문구 약령시로 124, 1,2,3층 (청량리동)",
9882,메디칼허브약국,약국,02-540-5001,06524,"서울특별시 서초구 강남대로 615, 1층 (잠원동, 금정빌딩)",
9883,무궁화약국,약국,02-971-0072,01790,"서울특별시 노원구 한글비석로 77, 한성여객(주) (하계동)",
9884,휴플러스치과의원,치과의원,02-974-2275,01790,"서울특별시 노원구 한글비석로 77, 2층 (하계동)",
9885,동대문보건약국,약국,02-965-7162,02564,"서울특별시 동대문구 고산자로28가길 2, (용두동)",
9886,서울이니셜치과의원,치과의원,02-6677-2080,01720,"서울특별시 노원구 중계로 202, 신아프라자 202,203호 (중계동)",
9887,초이스한의원,한의원,02-6949-6547,04714,"서울특별시 성동구 고산자로 207, 3층 (행당동)",
9888,태양치과의원,치과의원,02-2299-8975,04714,"서울특별시 성동구 고산자로 207, 4층 (행당동)",
9889,대한건강증진협회서울지회오아시스의원,의원,02-547-0888,06035,"서울특별시 강남구 강남대로 630, 3층 (신사동)",
9890,수미르한의원,한의원,02-535-1079,06645,"서울특별시 서초구 반포대로30길 61, 명지빌딩 3층 (서초동)",
9891,의료법인 부원의료재단 서초요양병원,요양병원,521-8275,06709,"서울특별시 서초구 반포대로9길 42, (서초동)",http://www.caredr.co.kr/
9892,미즈러브여성비뇨의학과의원,의원,02-3447-6363,06527,"서울특별시 서초구 강남대로95길 38, 2~5층 (잠원동)",http://www.mizlove.com/
9893,오늘약국,약국,070-8287-1493,06527,"서울특별시 서초구 강남대로95길 38, 1층 (잠원동)",
9894,건강한의료복지사회적협동조합 건강한마을치과의원,치과의원,02-2291-2275,04709,"서울특별시 성동구 고산자로 275, 3층 (도선동)",
9895,건강한약국,약국,02-957-9784,02560,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",
9896,더원외과의원,의원,02-967-7575,02560,"서울특별시 동대문구 왕산로32길 7, 5층 (용두동, BYC 청량리 오피스텔)",
9897,라플레르의원,의원,02-960-1401,02560,"서울특별시 동대문구 왕산로32길 7, 5층 (용두동, BYC청량리오피스텔)",
9898,미래로으랏차정형외과의원,의원,02-965-7582,02560,"서울특별시 동대문구 왕산로32길 7, 3층 (용두동)",
9899,슬기약국,약국,02-6396-9543,02772,"서울특별시 성북구 화랑로 245, 1층 104-2호 (장위동)",
9900,안석주내과의원,의원,02-959-8275,02560,"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 5층, 6층 (용두동)",
9901,열린비뇨기과의원,의원,02-967-8222,02560,"서울특별시 동대문구 왕산로32길 7, 4층 (용두동)",
9902,오정신건강의학과의원,의원,02-969-7341,02560,"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 5층 (용두동)",
9903,올바른마취통증의학과의원,의원,02-943-8274,02772,"서울특별시 성북구 화랑로 245, 2,3층 (장위동)",
9904,유디치과의원,치과의원,02-957-2882,02560,"서울특별시 동대문구 왕산로32길 7, 2층 (용두동, BYC 청량리 오피스텔)",http://www.udh.co.kr
9905,장위연세이비인후과의원,의원,02-6958-7530,02772,"서울특별시 성북구 화랑로 245, 3층 (장위동)",
9906,청량리한의원,한의원,02-968-8753,02560,"서울특별시 동대문구 왕산로32길 7, BYC 청량리 오피스텔 201호 (용두동)",
9907,단아치과의원,치과의원,02-2269-2872,02572,"서울특별시 동대문구 왕산로 171, 5층 (제기동)",
9908,리에스여성의원,의원,02-540-5858,06526,"서울특별시 서초구 나루터로 80, 자은빌딩 7층 (잠원동)",http://www.resexy.co.kr
9909,리프티크피부과의원,의원,02-543-2829,06526,"서울특별시 서초구 나루터로 80, 자은빌딩 6층 (잠원동)",https://www.liftique.co.kr
9910,비씨아이성형외과의원,의원,02-547-3700,06524,"서울특별시 서초구 강남대로 617, 3층 (잠원동, 대양빌딩)",
9911,서울베스트안과의원,의원,02-966-0225,02572,"서울특별시 동대문구 왕산로 171, 2,3층 (제기동, ), 왕산로 32길 171, 2,3층 (제기동, ), 왕산로 32길 7(용두동) 4층)",http://www.seoulbesteye.co.kr/
9912,선이고은한의원,한의원,02-555-0057,06524,"서울특별시 서초구 강남대로 617, 대양빌딩 4층 (잠원동)",
9913,세광약국,약국,02-962-8989,02572,"서울특별시 동대문구 왕산로 171, (제기동)",
9914,모바른의원,의원,02-514-7447,06527,"서울특별시 서초구 강남대로95길 40, 5~6층 (잠원동)",
9915,미드림피부과의원,의원,02-2292-7700,04715,"서울특별시 성동구 왕십리로 309, 304호 (행당동, 왕십리역이스타빌 )",
9916,박용현비뇨기과의원,의원,02-2298-5022,04715,"서울특별시 성동구 왕십리로 309, 405호 (행당동, 왕십리역이스타빌)",
9917,소진백한의원,한의원,02-2293-5474,04715,"서울특별시 성동구 왕십리로 309, 4층 404호 (행당동, 이수이스타빌)",
9918,스타빌약국,약국,02-2282-6485,04715,"서울특별시 성동구 왕십리로 309, 3층 (행당동)",
9919,스타일치과의원,치과의원,02-2282-2119,04715,"서울특별시 성동구 왕십리로 309, 401, 402호 (행당동, 왕십리역이스타빌)",
9920,연세안과의원,의원,02-2291-3155,04715,"서울특별시 성동구 왕십리로 309, 406호 (행당동, 왕십리역이스타빌)",
9921,연세이비인후과의원,의원,02-2294-0750,04715,"서울특별시 성동구 왕십리로 309, 306, 307호 (행당동, 왕십리역이스타빌)",
9922,이수프라자약국,약국,02-2298-2569,04715,"서울특별시 성동구 왕십리로 309, 101호 (행당동, 이수이스타빌)",
9923,최성호성형외과의원,의원,02-2297-0056,04715,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 403호 (행당동)",http://cscs.co.kr
9924,한국약국,약국,02-964-0168,02483,"서울특별시 동대문구 약령시로 123, 1층 (청량리동)",
9925,해민정신건강의학과의원,의원,02-2292-1535,04715,"서울특별시 성동구 왕십리로 309, 3층 303호 (행당동)",
9926,행당외과영상의학과의원,의원,02-2292-7323,04715,"서울특별시 성동구 왕십리로 309, 301, 302호 (행당동, 왕십리역이스타빌)",www.haengclinic.com/
9927,행복한여성의원,의원,02-2292-1967,04715,"서울특별시 성동구 왕십리로 309, 왕십리역이스타빌 407호 (행당동)",
9928,서초한의원,한의원,02-521-2434,06670,"서울특별시 서초구 반포대로 67, 1층 (서초동, 서울빌딩)",
9929,임이석테마피부과의원,의원,3446-1110,06526,"서울특별시 서초구 나루터로 78, 임이석 테마피부과 B2,1,2,3,5층 (잠원동)",http://www.beautyskin.kr
9930,승기배내과의원,의원,02-6952-6951,06596,"서울특별시 서초구 서초대로 277, 기영빌딩 1층 일부, 2층 (서초동)",
9931,중계은행사거리 마취통증의학과의원,의원,02-931-7578,01720,"서울특별시 노원구 중계로 206, 세일학원 2층 (중계동)",
9932,더조은약국,약국,930-9894,01743,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 4층 405호 (중계동)",
9933,중계우리들의원,의원,02-931-8270,01743,"서울특별시 노원구 한글비석로 235, 하나프라자빌딩 401호,402호,403호 (중계동)",http://www.wooriclinic.net/index.asp
9934,닥터진이비인후과의원,의원,02-2088-8585,06524,"서울특별시 서초구 강남대로 621, 2층 (잠원동, K TOWER)",
9935,덴타피아치과의원,치과의원,02-935-2226,01734,"서울특별시 노원구 한글비석로 250, 223호 (중계동)",http://
9936,리턴의원,의원,,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 11층 (잠원동)",
9937,서울니어치과의원,치과의원,02-515-2180,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 14층 (잠원동)",
9938,서울센텀치과의원,치과의원,02-543-9285,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 6층 (잠원동)",
9939,신사스타약국,약국,02-517-0072,06524,"서울특별시 서초구 강남대로 621, 1층 (잠원동)",
9940,엘림소아청소년과의원,의원,02-930-9343,01734,"서울특별시 노원구 한글비석로 250, 219호 (중계동, 그린코아빌딩)",
9941,오아로피부과의원,의원,,06524,"서울특별시 서초구 강남대로 621, 7층 (잠원동)",
9942,올케어성형외과의원,의원,02-517-5141,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 5층 (잠원동)",
9943,유니크성형외과의원,의원,02-561-2255,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 8층 (잠원동)",http://www.uniqueps.co.kr/
9944,유영호피부과의원,의원,02-518-8021,06524,"서울특별시 서초구 강남대로 621, 5층 502호 (잠원동, K TOWER)",http://www.scalingskin.co.kr/main.asp
9945,중계마디튼튼의원,의원,02-952-7522,01734,"서울특별시 노원구 한글비석로 250, 그린코아상가 3층 301호, 303호 (중계동)",
9946,중계열방약국,약국,02-930-8679,01734,"서울특별시 노원구 한글비석로 250, 2층 222호 (중계동, 그린코아빌딩)",
9947,피네의원,의원,02-514-8484,06524,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 10층 (잠원동)",
9948,휴먼영상의학과의원,의원,3014-3601,06524,"서울특별시 서초구 강남대로 621, 3층 (잠원동, K타워)",
9949,가로수길약국,약국,02-518-4201,06028,"서울특별시 강남구 압구정로 108, 1층 7호 (신사동)",
9950,새서독약국,약국,02-2293-0532,04714,"서울특별시 성동구 행당로 129, (행당동)",
9951,이근국치과의원,치과의원,540-0244,06028,"서울특별시 강남구 압구정로 108, 덕산빌딩 307 (신사동)",http://www.dentlee.com/
9952,서울로뎀치과의원,치과의원,02-584-2871,06645,"서울특별시 서초구 서초대로 272, 4층 (서초동, 한국아이비에스빌딩)",http://www.seoulrodem.co.kr
9953,여봉구정형외과의원,의원,02-2281-3875,04714,"서울특별시 성동구 행당로17길 1-3, (행당동)",
9954,파티마의원,의원,02-2292-3377,04748,"서울특별시 성동구 고산자로 342, 2층 (마장동)",
9955,한솔약국,약국,02-2295-5135,04748,"서울특별시 성동구 고산자로 342, (마장동)",
9956,박치과의원,치과의원,02-584-4829,06709,"서울특별시 서초구 효령로46길 5, (서초동)",
9957,그레이스성형외과의원,의원,02-555-8558,06524,"서울특별시 서초구 강남대로 623, 4,5층 (잠원동)",http://www.graceclinic.co.kr
9958,다사랑약국,약국,02-935-8006,01734,"서울특별시 노원구 한글비석로 254, 305호 (중계동, 대명프라자)",
9959,더그레이스의원,의원,02-512-0302,06524,"서울특별시 서초구 강남대로 623, 6층 (잠원동)",
9960,마이스킨피부과의원,의원,02-938-0070,01734,"서울특별시 노원구 한글비석로 254, 205호 (중계동, 대명플라자)",
9961,미치과의원,치과의원,02-952-2875,01734,"서울특별시 노원구 한글비석로 254, 306호 (중계동, 대명프라자)",
9962,비앤비이비인후과의원,의원,02-931-7582,01734,"서울특별시 노원구 한글비석로 254, 305호 (중계동, 대명프라자)",
9963,세영한의원,한의원,02-960-7961,02483,"서울특별시 동대문구 홍릉로 41-1, (청량리동)",
9964,쉬즈힐의원,의원,02-546-0807,06524,"서울특별시 서초구 강남대로 623, 잠원동 우일빌딩 지하1,1,2,7층 (잠원동)",
9965,염차경유외과의원,의원,02-516-6875,06524,"서울특별시 서초구 강남대로 623, 3층 (잠원동, 우일빌딩)",
9966,은사한의원,한의원,02-933-3660,01734,"서울특별시 노원구 한글비석로 254, 대명프라자 3층 (중계동)",
9967,예전약국,약국,02-2292-4642,04708,"서울특별시 성동구 왕십리로20길 34, (홍익동)",
9968,동대문구보건소,보건소,02-2127-5365,02565,"서울특별시 동대문구 천호대로 145, (용두동)",http://health.ddm.go.kr/
9969,닥터방의원,의원,02-525-9990,06713,"서울특별시 서초구 남부순환로 2349-13, 3층 (서초동, 예술전당타워)",
9970,이미지업의원,의원,02-555-1550,06526,"서울특별시 서초구 나루터로 76, 이미지업빌딩 1,2층 (잠원동)",
9971,최치과의원,치과의원,02-594-3677,06596,"서울특별시 서초구 서초대로 275, 중앙빌딩 504호 (서초동)",
9972,다나약국,약국,02-597-3514,06671,"서울특별시 서초구 효령로 229, 서울빌딩 1층 (서초동)",
9973,오현숙내과의원,의원,02-523-5588,06671,"서울특별시 서초구 효령로 229, 2층 (서초동, 서울빌딩)",http://doctorohclinic.com
9974,위풍당당신경외과의원,의원,02-966-8275,02572,"서울특별시 동대문구 왕산로 167, 1층 (제기동)",
9975,이태준치과의원,치과의원,02-583-8552,06671,"서울특별시 서초구 효령로 229, 2층 (서초동, 서울빌딩)",
9976,경희벽산한의원,한의원,02-964-7533,02484,"서울특별시 동대문구 홍릉로12길 4, 지하1, 1, 2층 (청량리동)",
9977,메디팜유일약국,약국,02-585-2260,06709,"서울특별시 서초구 효령로46길 14, (서초동)",
9978,서정피부과의원,의원,02-533-9300,06600,"서울특별시 서초구 서초중앙로 188, 로비층 B123호 (서초동, 아크로비스타)",
9979,아크로비스타약국,약국,02-532-0740,06600,"서울특별시 서초구 서초중앙로 188, 지하1층 지하에이-132호 (서초동, 아크로비스타)",
9980,연세제일소아청소년과의원,의원,02-532-7828,06600,"서울특별시 서초구 서초중앙로 188, 지하A131호 (서초동, 아크로비스타)",
9981,법원약국,약국,02-522-4312,06645,"서울특별시 서초구 서초대로 270, 서보빌딩 1층 2호 (서초동)",
9982,새론바디의원,의원,02-3486-8517,06645,"서울특별시 서초구 서초대로 270, 서보빌딩 2층 (서초동)",
9983,김경수내과의원,의원,02-938-6166,01720,"서울특별시 노원구 한글비석로 264, 304호 (중계동, 중계그랜드프라자)",
9984,박희운치과의원,치과의원,02-931-0982,01720,"서울특별시 노원구 한글비석로 264, 306호 (중계동, 그랜드프라자)",
9985,보스안과의원,의원,02-933-0019,01720,"서울특별시 노원구 한글비석로 264, 302호, 303호 (중계동)",
9986,예랑마취통증의학과의원,의원,02-939-0369,01720,"서울특별시 노원구 한글비석로 264, 307호 (중계동, 그랜드프라자)",
9987,은사약국,약국,02-6221-5020,01720,"서울특별시 노원구 한글비석로 264, 중계그랜드프라자 1층 120호 (중계동)",
9988,이호성비뇨기과의원,의원,02-935-6806,01720,"서울특별시 노원구 한글비석로 264, 308호 (중계동, 그랜드프라자)",
9989,푸른약국,약국,02-935-4167,01720,"서울특별시 노원구 한글비석로 264, 중계그랜드프라자 3층 312호 (중계동)",
9990,나은길외과의원,의원,02-6949-4225,04715,"서울특별시 성동구 왕십리로 315, 한동타워 9층 (행당동)",
9991,서울마취통증의학과의원,의원,02-2282-2522,04715,"서울특별시 성동구 왕십리로 315, 6층 (행당동, 한동타워)",
9992,서울하이안치과의원,치과의원,02-2291-2875,04715,"서울특별시 성동구 왕십리로 315, 4층 (행당동, 한동타워)",
9993,애플산부인과의원,의원,02-2298-6200,04715,"서울특별시 성동구 왕십리로 315, 한동타워 10층 (행당동)",
