NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
2587,제일유외과의원,의원,032-437-1212,22227,"인천광역시 미추홀구 인주대로 410, 탑클래시아 201호 (주안동)",
2588,희망찬요양병원,요양병원,032-816-2000,21927,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",
2589,변내과의원,의원,032-424-4037,22140,"인천광역시 미추홀구 경인로 387, (주안동)",
2590,이상호치과의원,치과의원,032-812-1568,21976,"인천광역시 연수구 원인재로 56, (동춘동, 현대아파트상가)",
2591,연수스타정형외과의원,의원,032-821-2100,21927,"인천광역시 연수구 먼우금로 208, 3층 (연수동)",
2592,검단 닥터에버스의원,의원,032-724-8101,22865,"인천광역시 서구 원당대로 1035, 라페온2차 4층 401~405호 (원당동)",
2593,본플란트치과의원,치과의원,032-422-9500,22230,"인천광역시 미추홀구 인하로 300, (주안동)",
2594,바른아산약국,약국,032-423-3555,22227,"인천광역시 미추홀구 인하로299번길 3, 일정빌딩 1층 (주안동)",
2595,이광용치과의원,치과의원,032-425-0150,22227,"인천광역시 미추홀구 인하로299번길 3, (주안동)",
2596,검단이화연합의원,의원,032-277-0705,22865,"인천광역시 서구 이음5로 80, 검단퍼스트 5층 (원당동)",
2597,검단퍼스트치과의원,치과의원,032-563-2872,22865,"인천광역시 서구 이음5로 80, 3층 (원당동)",
2598,삼성퍼스트소아청소년과의원,의원,032-563-3715,22865,"인천광역시 서구 이음5로 80, 검단퍼스트 603호 (원당동)",
2599,휴베이스퍼스트약국,약국,032-566-7677,22865,"인천광역시 서구 이음5로 80, 108호 (원당동)",
2600,이편한치과의원,치과의원,032-868-2875,22124,"인천광역시 미추홀구 석정로 437, (주안동)",
2601,파란약국,약국,032-867-7559,22124,"인천광역시 미추홀구 석정로 437, (주안동)",
2602,홍한의원,한의원,032-429-4246,22148,"인천광역시 미추홀구 경인로 386, (주안동)",http://
2603,검단센트럴치과의원,치과의원,032-569-2275,22882,"인천광역시 서구 이음대로 479, CS메디칼프라자 2층 201호 (당하동)",
2604,든든내과의원,의원,032-564-0102,22882,"인천광역시 서구 이음대로 479, CS메디칼프라자 301, 302호 (당하동)",
2605,365검단한의원,한의원,032-719-7177,22882,"인천광역시 서구 이음대로 479, CS메디칼프라자 4층 402호 (당하동)",
2606,더블유이비인후과의원,의원,032-561-3500,22882,"인천광역시 서구 이음대로 479, CS메디컬프라자 401~404호 (당하동)",
2607,이음소아청소년과의원,의원,-,22882,"인천광역시 서구 이음대로 479, CS메디칼프라자 3층 303호 (당하동)",
2608,튼튼한약국,약국,032-567-1255,22882,"인천광역시 서구 이음대로 479, 104호 (당하동)",
2609,스카이치과의원,치과의원,032-818-2828,21927,"인천광역시 연수구 먼우금로 194, 메카오피스텔 204호 (연수동)",
2610,열린약국,약국,032-812-8611,21927,"인천광역시 연수구 먼우금로 194, 1층 117호 (연수동)",
2611,우리외과의원,의원,032-814-9393,21927,"인천광역시 연수구 먼우금로 194, 3층 304호 (연수동, 두손메카)",http://www.woo-leegs.co.kr/
2612,주안메디카약국,약국,032-862-2797,22129,"인천광역시 미추홀구 석정로 436, (주안동)",
2613,하기수내과의원,의원,032-873-8275,22129,"인천광역시 미추홀구 석정로 436, (주안동)",
2614,하얀마음한의원,한의원,032-822-7003,21927,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",http://www.whiteheart.co.kr
2615,이동환치과의원,치과의원,032-425-3326,22148,"인천광역시 미추홀구 경인로 384, (주안동)",
2616,제도약국,약국,032-425-0831,22230,"인천광역시 미추홀구 인하로 296, 108,109호 (주안동, 쌍용A상가내)",
2617,푸르미약국,약국,032-425-5780,22230,"인천광역시 미추홀구 인하로 296, 쌍용아파트상가 107호 (주안동)",
2618,더편한약국,약국,032-427-7698,22227,"인천광역시 미추홀구 인주대로 404, 1층 (주안동)",
2619,연수예스치과의원,치과의원,032-810-1010,21927,"인천광역시 연수구 청능대로 109, 8층 (연수동, 탑피온빌딩)",
2620,차지현정신건강의학과의원,의원,032-821-2001,21927,"인천광역시 연수구 청능대로 109, 5층 (연수동, 탑피온빌딩)",
2621,토탈케어한방병원,한방병원,032-715-5667,21927,"인천광역시 연수구 청능대로 109, 탑피온빌딩 10층 1001호, 11층 1호 (연수동)",
2622,종로사약국,약국,032-425-0426,22148,"인천광역시 미추홀구 경인로 382-1, 1층 (주안동)",
2623,종로사약국,약국,032-425-3632,22148,"인천광역시 미추홀구 경인로 382-1, (주안동)",
2624,인천검단 리포유의원,의원,032-721-6221,22865,"인천광역시 서구 원당대로 1029, 검단 라페온빌 1차 201~205호 (원당동)",
2625,약선당 부부한의원,한의원,032-233-1075,21927,"인천광역시 연수구 먼우금로 190, 연수프라자 203,207,208호 (연수동)",
2626,연세제일치과의원,치과의원,032-815-2275,21927,"인천광역시 연수구 먼우금로 190, 연수프라자 404호 (연수동)",
2627,연수버들약국,약국,070-7543-8331,21927,"인천광역시 연수구 먼우금로 190, 연수프라자 1층 109,110호 (연수동)",
2628,연수탑정형외과의원,의원,032-818-9988,21927,"인천광역시 연수구 먼우금로 190, 연수프라자 806,807호 (연수동)",
2629,해피키즈치과의원,치과의원,032-813-2207,21927,"인천광역시 연수구 먼우금로 190, 연수프라자 302,303호 (연수동)",http://www.happykidsdent.co.kr/
2630,바른약국,약국,812-7180,21927,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 115호 (연수동)",
2631,신농씨한의원,한의원,032-819-1075,21927,"인천광역시 연수구 먼우금로188번길 12, (연수동)",
2632,연수이이주내과의원,의원,032-818-8114,21927,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 3층 303호 (연수동)",
2633,연수태평양약국,약국,032-818-7010,21927,"인천광역시 연수구 먼우금로188번길 12, (연수동)",
2634,큰바위정형외과의원,의원,032-815-8875,21927,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 3층 301호 (연수동)",
2635,하나약국,약국,032-815-0153,21927,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 106,107,108호 (연수동)",
2636,제민당한의원,한의원,032-873-7350,22129,"인천광역시 미추홀구 석정로 432, (주안동)",
2637,W(더블유)여성병원,병원,032-451-0000,22227,"인천광역시 미추홀구 인주대로 400, 제일여성병원 2층 일부, 3-5층, 8층 (주안동)",
2638,왕소아청소년과의원,의원,032-428-3886,22227,"인천광역시 미추홀구 인주대로 400, 3층 303호 (주안동)",
2639,김지현피부과의원,의원,032-817-8083,21927,"인천광역시 연수구 청능대로 103, 4층 (연수동, 비와이씨빌딩)",
2640,동의보감한의원,한의원,032-815-9494,21927,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",http://www.snbhani.co.kr/snb02/sub01/sub01_05_01.asp?cate=L-5&board_id=
2641,마음과마음정신과의원,의원,032-812-2004,21927,"인천광역시 연수구 청능대로 103, 3층 (연수동, 비와이씨빌딩)",
2642,서비뇨기과의원,의원,032-816-3069,21927,"인천광역시 연수구 청능대로 103, 5층 (연수동, 비와이씨빌딩)",
2643,성수이비인후과의원,의원,032-819-5075,21927,"인천광역시 연수구 청능대로 103, 5층 (연수동, 비와이씨빌딩)",
2644,연수건강옵티마약국,약국,032-821-7770,21927,"인천광역시 연수구 청능대로 103, 1층 (연수동, BYC빌딩)",
2645,연수서울치과의원,치과의원,032-817-8177,21927,"인천광역시 연수구 청능대로 103, 5층 (연수동, BYC빌딩)",
2646,연수스마트안과의원,의원,032-816-1002,21927,"인천광역시 연수구 청능대로 103, 4층 일부호 (연수동)",
2647,연수함문외과의원,의원,032-821-0565,21927,"인천광역시 연수구 청능대로 103, 3층 (연수동, 비와이씨)",www.hamun.co.kr/
2648,이성문소아청소년과의원,의원,032-818-9391,21927,"인천광역시 연수구 청능대로 103, 3층 (연수동)",
2649,해사랑마취통증의학과의원,의원,032-822-7580,21927,"인천광역시 연수구 청능대로 103, 3층 (연수동, BYC빌딩)",
2650,홍성표내과의원,의원,032-811-5810,21927,"인천광역시 연수구 청능대로 103, 4층 (연수동, BYC건물)",
2651,위드팜굿모닝약국,약국,032-863-3900,22129,"인천광역시 미추홀구 석정로 430, (주안동)",
2652,주안튼튼의원,의원,032-868-8383,22129,"인천광역시 미추홀구 석정로 430, (주안동)",
2653,박용주내과의원,의원,032-424-1261,22230,"인천광역시 미추홀구 인하로 292, (주안동)",
2654,기호경치과의원,치과의원,032-812-3744,21967,"인천광역시 연수구 청능대로 124, 211,212호 (동춘동, 금호동아에이상가)",
2655,제일약국,약국,032-431-0390,22227,"인천광역시 미추홀구 인주대로 396, 1층 (주안동)",
2656,아레나한방병원,한방병원,032-465-1001,22135,"인천광역시 미추홀구 주안로 116, 주안리가스퀘어 4층 (주안동)",
2657,피어나치과교정과치과의원,치과의원,032-568-0502,22865,"인천광역시 서구 이음5로 62, 정인프라자 4층 401~406호 (원당동)",
2658,김경태정형외과의원,의원,032-229-0123,21926,"인천광역시 연수구 먼우금로 189, 201,202,203일부,204,206,208,210,212,215호 2층 (청학동)",
2659,미래제일산부인과의원,의원,032-245-0101,21926,"인천광역시 연수구 먼우금로 189, 501호 (청학동, 소망빌딩)",http://www.miraecheil.com/
2660,연수베스트내과의원,의원,032-817-5550,21926,"인천광역시 연수구 먼우금로 189, 2층 (청학동, 소망글로벌)",
2661,연수새움치과의원,치과의원,032-231-5656,21926,"인천광역시 연수구 먼우금로 189, 309, 310, 311호 (청학동, 소망글로벌)",
2662,해든소망약국,약국,032-814-2600,21926,"인천광역시 연수구 먼우금로 189, 2층 (청학동, 소망글로벌)",
2663,미주치과의원,치과의원,032-439-2875,22227,"인천광역시 미추홀구 인하로 287, (주안동)",
2664,이인의비뇨기과의원,의원,032-427-2929,22227,"인천광역시 미추홀구 미추홀대로 574, (주안동)",
2665,장진요한의원,한의원,032-437-6007,22227,"인천광역시 미추홀구 미추홀대로 574, 2층 (주안동)",
2666,김재준약국,약국,032-432-4320,22227,"인천광역시 미추홀구 미추홀대로 576, (주안동)",
2667,오세원내과의원,의원,032-432-5310,22227,"인천광역시 미추홀구 미추홀대로 576, 2층 (주안동)",
2668,오충환한의원,한의원,032-421-4995,22227,"인천광역시 미추홀구 미추홀대로578번길 5, (주안동)",
2669,미엔아이치과의원,치과의원,032-435-0740,22227,"인천광역시 미추홀구 미추홀대로 584, (주안동)",
2670,정한수비뇨기과의원,의원,032-424-4500,22227,"인천광역시 미추홀구 미추홀대로 584, 2층 (주안동, 경수빌딩)",
2671,고릴라신경외과의원,의원,032-713-5050,21926,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 501호 (청학동)",
2672,닥터포유미앤모의원,의원,032-817-8057,21926,"인천광역시 연수구 청능대로 93, 402호 (청학동, 이리옴프라자)",
2673,담연한의원,한의원,032-812-1075,21926,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",
2674,두손모아치과의원,치과의원,032-821-7575,21926,"인천광역시 연수구 청능대로 93, 404호 (청학동, 두손빌딩)",http://smoredental.com/index2.html
2675,효성메디칼약국,약국,032-811-7997,21926,"인천광역시 연수구 청능대로 93, 102호 (청학동, 두손빌딩)",
2676,두리이비인후과의원,의원,032-715-4600,22865,"인천광역시 서구 이음5로 60, JS프라자 (원당동)",
2677,아라365한의원,한의원,032-204-1075,22865,"인천광역시 서구 이음5로 60, JS프라자 (원당동)",
2678,연세기린소아청소년과의원,의원,032-719-4620,22865,"인천광역시 서구 이음5로 60, JS프라자 3층 308~311호 (원당동)",
2679,연세앤치과의원,치과의원,032-561-7522,22865,"인천광역시 서구 이음5로 60, JS프라자 506~507호 (원당동)",
2680,연세장튼튼의원,의원,032-565-0815,22865,"인천광역시 서구 이음5로 60, JS프라자 (원당동)",
2681,뉴아인약국,약국,032-424-6027,22148,"인천광역시 미추홀구 경인로 372, 1014호 (주안동, 포레나 미추홀)",
2682,아이사랑약국,약국,032-423-4421,22148,"인천광역시 미추홀구 경인로 372, 1011호 (주안동, 포레나 미추홀)",
2683,아이사랑약국,약국,032-423-4421,22148,"인천광역시 미추홀구 경인로 372, 1011호 (주안동, 포레나 미추홀)",
2684,애비뉴퍼스트약국,약국,032-432-3505,22148,"인천광역시 미추홀구 경인로 372, 1012, 1013호 (주안동, 포레나 미추홀)",
2685,의료법인 아인의료재단 아인병원,병원,032-247-2000,22148,"인천광역시 미추홀구 경인로 372, 201동 지하1,지상3~12층 ,13층일부호 (주안동, 포레나 미추홀)",https://www.ainwh.co.kr/
2686,코뿔소약국,약국,0507-1487-8929,22148,"인천광역시 미추홀구 경인로 372, 1018호 (주안동, 포레나 미추홀)",
2687,연세오늘치과의원,치과의원,032-438-2875,22148,"인천광역시 미추홀구 경인로 372, 3층 302호 (주안동, 포레나 미추홀)",
2688,주안연세의원,의원,032-874-0874,22124,"인천광역시 미추홀구 석정로423번길 3, 라이온스빌딩 2층일부,3층 (주안동)",
2689,CnB맑고고운본점의원,의원,032-710-7599,22151,"인천광역시 미추홀구 미추홀대로 610, 3~4층 (주안동)",
2690,주안시카고치과의원,치과의원,032-225-2275,22151,"인천광역시 미추홀구 미추홀대로 610, 5층 (주안동)",
2691,코뿔소이비인후과의원,의원,032-721-3700,22151,"인천광역시 미추홀구 미추홀대로 610, 2층 (주안동)",
2692,이내과의원,의원,032-425-4900,22151,"인천광역시 미추홀구 미추홀대로 622, (주안동)",
2693,미추홀부부한의원,한의원,032-710-1076,22151,"인천광역시 미추홀구 미추홀대로614번길 3, 씨티프라자 2층 (주안동)",
2694,김병천내과의원,의원,032-862-0051,22151,"인천광역시 미추홀구 미추홀대로 628, 2층 (주안동)",
2695,메디팜현상약국,약국,032-873-9870,22151,"인천광역시 미추홀구 미추홀대로 628, 1층 (주안동)",
2696,서원벽신경정신과의원,의원,032-432-9911,22151,"인천광역시 미추홀구 미추홀대로 634, (주안동)",
2697,신기한의원,한의원,032-875-1075,22215,"인천광역시 미추홀구 미추홀대로 579, 1층 5호 (주안동)",http://skhanbang.modoo.at
2698,청학약국,약국,032-822-3261,21926,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 지하1층 (청학동)",
2699,홍제한의원,한의원,032-864-2288,22215,"인천광역시 미추홀구 미추홀대로 577, (주안동)",
2700,서울안과의원,의원,032-864-7921,22215,"인천광역시 미추홀구 미추홀대로 573, 3층 (주안동)",
2701,이지부부치과의원,치과의원,032-874-4555,22215,"인천광역시 미추홀구 미추홀대로 573, (주안동)",
2702,해사랑마취통증의학과의원,의원,032-866-7580,22215,"인천광역시 미추홀구 미추홀대로 573, (주안동)",
2703,희망약국,약국,032-876-3700,22215,"인천광역시 미추홀구 미추홀대로 573, 1층 (주안동)",
2704,123약국,약국,032-422-0320,22133,"인천광역시 미추홀구 주안로 107, 금강메디컬센터 1층 105,106호 (주안동)",
2705,류마박원내과의원,의원,032-432-0321,22133,"인천광역시 미추홀구 주안로 107, 302호, 303호, 304호 (주안동)",
2706,미리봄내과의원,의원,032-424-1212,22133,"인천광역시 미추홀구 주안로 107, 601호, 602호, 605호, 606호 (주안동)",
2707,주안역성모마디척의원,의원,032-437-8882,22133,"인천광역시 미추홀구 주안로 107, 401호 (주안동)",
2708,주안퀸와이비여성의원,의원,032-425-4254,22133,"인천광역시 미추홀구 주안로 107, 701호, 705호, 706호 (주안동)",
2709,신기찬마취통증의학과의원,의원,032-875-7582,22215,"인천광역시 미추홀구 미추홀대로 581, 6, 7층 (주안동)",
2710,엔터치과의원,치과의원,032-872-2875,22215,"인천광역시 미추홀구 미추홀대로 581, 3층 (주안동)",
2711,예지원약국,약국,032-873-2141,22215,"인천광역시 미추홀구 미추홀대로 581, (주안동)",
2712,인천의원,의원,032-868-1771,22215,"인천광역시 미추홀구 미추홀대로 581, (주안동)",
2713,가좌우리내과의원,의원,576-8575,22813,"인천광역시 서구 고래울로 29, (가좌동)",
2714,옥신온누리약국,약국,032-577-8963,22813,"인천광역시 서구 고래울로 29, (가좌동)",
2715,건강백세약국,약국,032-874-1215,22216,"인천광역시 미추홀구 미추홀대로 561, (주안동)",
2716,우리이비인후과의원,의원,032-875-9453,22216,"인천광역시 미추홀구 미추홀대로 561, (주안동)",
2717,즐거운치과의원,치과의원,032-866-2828,22216,"인천광역시 미추홀구 인하로 280, (주안동)",
2718,박중호치과의원,치과의원,032-437-0918,22140,"인천광역시 미추홀구 경인로 363-1, (주안동)",
2719,다온약국,약국,032-433-0112,22135,"인천광역시 미추홀구 미추홀대로722번길 12, 한국빌딩 101호 (주안동)",
2720,신기탑본의원,의원,032-721-9887,22216,"인천광역시 미추홀구 미추홀대로 551, 2층3층일부층 (주안동)",
2721,고영식치과의원,치과의원,032-424-0860,22140,"인천광역시 미추홀구 경인로 363, (주안동)",
2722,속시원내과의원,의원,032-425-9800,22140,"인천광역시 미추홀구 미추홀대로 688, 2층, 7층 (주안동)",
2723,시민온누리약국,약국,032-505-3600,22140,"인천광역시 미추홀구 미추홀대로 688, 1층 101호 (주안동)",
2724,인제한의원,한의원,032-425-5545,22140,"인천광역시 미추홀구 경인로 363, (주안동)",
2725,주안치과의원,치과의원,032-424-2828,22140,"인천광역시 미추홀구 미추홀대로 688, 4층 401호 (주안동)",
2726,차영덕마취통증의학과의원,의원,032-424-8580,22140,"인천광역시 미추홀구 미추홀대로 688, 3층 301.302호 (주안동)",
2727,성모가정의학과의원,의원,032-862-9933,22222,"인천광역시 미추홀구 학익소로61번길 139, (학익동)",
2728,서울이왕병원,병원,032-233-9988,22140,"인천광역시 미추홀구 미추홀대로 702, 효광빌딩 2,3,4,7,8층 (주안동)",
2729,참바른한방병원,한방병원,032-886-1725,22140,"인천광역시 미추홀구 미추홀대로 702, 효광빌딩 지하1,1,5,6층 (주안동)",
2730,건강제일약국,약국,032-866-7025,22140,"인천광역시 미추홀구 미추홀대로698번길 6, 1층 (주안동)",
2731,인천헬스케어의원,의원,032-431-2490,22140,"인천광역시 미추홀구 미추홀대로 694, 지하1층 (주안동, 교보생명빌딩)",
2732,감초당한의원,한의원,032-872-7475,22216,"인천광역시 미추홀구 인하로 276, 2층(남부종합) (주안동)",
2733,참사랑약국,약국,032-872-2884,22216,"인천광역시 미추홀구 인하로 276, (주안동)",
2734,라성약국,약국,032-831-6065,22135,"인천광역시 미추홀구 미추홀대로722번길 8, (주안동)",
2735,이병홍이비인후과의원,의원,032-422-9779,22140,"인천광역시 미추홀구 미추홀대로 700, 1층일부층 (주안동)",
2736,주안동서약국,약국,032-429-4767,22140,"인천광역시 미추홀구 미추홀대로 700, (주안동)",
2737,노광국안과의원,의원,032-426-9595,22140,"인천광역시 미추홀구 미추홀대로 696, (주안동, 태성빌딩)",
2738,신언일치과의원,치과의원,032-866-1314,22140,"인천광역시 미추홀구 미추홀대로 696, 5층 (주안동, 태성빌딩)",
2739,주안센트럴이비인후과의원,의원,032-715-4275,22140,"인천광역시 미추홀구 미추홀대로 696, 5층 (주안동, 태성빌딩)",
2740,주안지수내과의원,의원,032-257-0415,22140,"인천광역시 미추홀구 미추홀대로 696, 태성빌딩 4일부층 (주안동)",
2741,태성약국,약국,032-427-0540,22140,"인천광역시 미추홀구 미추홀대로 696, 태성빌딩 1층 일부호 (주안동)",
2742,문피부과의원,의원,032-867-0365,22215,"인천광역시 미추홀구 인하로 275, (주안동,주연메디컬 301호)",
2743,서울이비인후과의원,의원,032-874-8275,22215,"인천광역시 미추홀구 인하로 275, (주안동)",
2744,신광철정신건강의학과의원,의원,032-867-8202,22215,"인천광역시 미추홀구 인하로 275, (주안동)",
2745,신기시장약국,약국,032-863-0522,22215,"인천광역시 미추홀구 인하로 275, 1층 101호 (주안동)",
2746,요셉마디의원,의원,032-872-7080,22215,"인천광역시 미추홀구 인하로 275, 4층 (주안동)",
2747,이안치과의원,치과의원,032-423-2872,22140,"인천광역시 미추홀구 석바위로 68, 주안필프라자 302호 (주안동)",
2748,탑치과의원,치과의원,032-874-2885,22215,"인천광역시 미추홀구 인하로 275, (주안동)",
2749,검단아라산부인과의원,의원,032-569-7575,22866,"인천광역시 서구 이음대로 392, 메트로시티 5층 512~515호 (원당동)",
2750,다나음한의원,한의원,032-569-7770,22866,"인천광역시 서구 이음대로 392, 메트로시티 4층 410~411호 (원당동)",
2751,더가자한의원,한의원,032-563-2306,22866,"인천광역시 서구 이음대로 392, 메트로시티 3층 310~312호 (원당동)",
2752,박하향약국,약국,032-568-8591,22866,"인천광역시 서구 이음대로 392, 메트로시티 106,107호 (원당동)",
2753,소중해정신건강의학과의원,의원,032-710-3535,22866,"인천광역시 서구 이음대로 392, 메트로시티 607, 608호 (원당동)",
2754,솔솔이비인후과의원,의원,032-566-7586,22866,"인천광역시 서구 이음대로 392, 메트로시티 6층 605~606호 (원당동)",
2755,아이빛안과의원,의원,032-566-7577,22866,"인천광역시 서구 이음대로 392, 메트로시티 7층 706, 707, 709호 (원당동)",
2756,연세마디윌의원,의원,032-567-0555,22866,"인천광역시 서구 이음대로 392, 메트로시티 6층 609~612호 (원당동)",
2757,오라클피부과의원 인천아라점,의원,032-566-5595,22866,"인천광역시 서구 이음대로 392, 메트로시티 5층 505~507호 (원당동)",
2758,이앤백치과의원,치과의원,032-562-7528,22866,"인천광역시 서구 이음대로 392, 메트로시티 4층 407~409호 (원당동)",
2759,청담요양병원,요양병원,032-324-8255,22825,"인천광역시 서구 열우물로 235, 2~5층 (가좌동, 가재울플라자)",
2760,김택수정신건강의학과의원,의원,032-446-2095,22135,"인천광역시 미추홀구 미추홀대로 716, 메인프라자동 301호 (주안동)",
2761,메인의원,의원,032-888-8970,22135,"인천광역시 미추홀구 미추홀대로 716, (주안동)",
2762,행복한약국,약국,032-421-3868,22135,"인천광역시 미추홀구 미추홀대로722번길 6, (주안동)",
2763,모아병원,정신병원,032-508-7513,22135,"인천광역시 미추홀구 미추홀대로 730, 고려웨딩홀 1층일부~2층 (주안동)",
2764,주안약국,약국,032-422-4279,22140,"인천광역시 미추홀구 미추홀대로 704, 1층 (주안동)",
2765,의료법인 인천사랑병원,종합병원,032-457-2000,22135,"인천광역시 미추홀구 미추홀대로 726-0, 인천사랑병원",http://www.saranghospital.com
2766,올에이치과의원,치과의원,032-813-2275,21921,"인천광역시 연수구 함박뫼로 70, 2층 (연수동)",
2767,서울본치과의원,치과의원,032-873-7522,22215,"인천광역시 미추홀구 인하로 273, (주안동)",
2768,송마취통증의학과의원,의원,032-876-7766,22215,"인천광역시 미추홀구 인하로 273, (주안동)",
2769,신기메디칼약국,약국,070-4575-8358,22215,"인천광역시 미추홀구 인하로 273, (주안동)",
2770,이진숙소아과의원,의원,032-866-5645,22215,"인천광역시 미추홀구 인하로 273, (주안동)",
2771,검단다온비뇨의학과의원,의원,032-535-1405,22866,"인천광역시 서구 이음대로 388, ABM타워 7층 708~710호 (원당동)",
2772,맑은마음의원,의원,032-266-3131,22866,"인천광역시 서구 이음대로 388, ABM타워 7층 701~707호 (원당동)",
2773,삼성플러스유외과의원,의원,032-265-6075,22866,"인천광역시 서구 이음대로 388, ABM타워 6층 601~607호 (원당동)",
2774,서울정석정형외과의원,의원,032-287-1200,22866,"인천광역시 서구 이음대로 388, ABM타워 406~409호 (원당동)",
2775,연세검단치과의원,치과의원,032-225-7528,22866,"인천광역시 서구 이음대로 388, ABM타워 503~509호 (원당동)",
2776,백화점약국,약국,032-428-2759,22135,"인천광역시 미추홀구 미추홀대로 722, (주안동)",
2777,서일교정형외과의원,의원,1588-7523,22125,"인천광역시 미추홀구 석정로 411, (주안동)",http://ossik.co.kr/
2778,한사랑약국,약국,032-874-7789,22125,"인천광역시 미추홀구 석정로 411, (주안동,금창빌딩 402호)",
2779,해인당한의원,한의원,032-817-3111,21921,"인천광역시 연수구 함박뫼로 68, (연수동)",
2780,다정약국,약국,032-873-8575,22154,"인천광역시 미추홀구 미추홀대로 663-1, 1층 (주안동)",
2781,정앤정내과소아청소년과의원,의원,032-875-3176,22154,"인천광역시 미추홀구 미추홀대로 663-1, (주안동, 1층 일부, 2층)",
2782,임진영소아청소년과의원,의원,576-0870,22815,"인천광역시 서구 장고개로337번길 7, 2층 (가좌동, 모건베스트원상가)",
2783,가좌연세정형외과의원,의원,032-297-1001,22815,"인천광역시 서구 장고개로337번길 7, (가좌동)",
2784,연세세브란스치과의원,치과의원,032-299-2828,22215,"인천광역시 미추홀구 인하로 271-3, 2~3층 (주안동)",
2785,해봄약국,약국,032-571-3857,22815,"인천광역시 서구 장고개로337번길 7, 103호 (가좌동)",
2786,주안시민치과의원,치과의원,032-872-2828,22154,"인천광역시 미추홀구 미추홀대로 677, (주안동)",
2787,무지개약국,약국,032-818-5225,21921,"인천광역시 연수구 새말로 31, (연수동)",
2788,서울가정의학과의원,의원,032-818-2119,21921,"인천광역시 연수구 새말로 31, 2층 (연수동)",
2789,서울더블유치과교정과치과의원,치과의원,032-562-2080,22866,"인천광역시 서구 이음대로 384, 서영아너시티플러스 2층 217~224호 (원당동)",
2790,헤브피부과의원,의원,032-279-1004,22866,"인천광역시 서구 이음대로 384, 서영아너시티플러스 604~610호 (원당동)",
2791,(의)광혜원한방병원,한방병원,032-874-7500,22128,"인천광역시 미추홀구 염창로 63, 2~3,4층일부층 (주안동)",
2792,연세플란트치과의원,치과의원,032-441-7528,22135,"인천광역시 미추홀구 미추홀대로 744, 2,3층 (주안동, CNN)",http://www.oplant.co.kr/
2793,나래병원,병원,032-821-0033,21926,"인천광역시 연수구 청능대로 69, (청학동, 연세다나병원)",
2794,희망약국,약국,032-822-0994,21917,"인천광역시 연수구 청명로 5, 1층 (청학동)",
2795,검단성모산부인과의원,의원,032-561-2070,22866,"인천광역시 서구 이음대로 378, 로뎀타워 4층 408,409호 (원당동)",
2796,검단아라태평양약국,약국,032-561-7766,22866,"인천광역시 서구 이음대로 378, 로뎀타워 1층 109~111호 (원당동)",
2797,검단연세이비인후과의원,의원,032-567-9800,22866,"인천광역시 서구 이음대로 378, 로뎀타워 604, 605, 606호 (원당동)",
2798,검단정형외과의원,의원,032-561-6122,22866,"인천광역시 서구 이음대로 378, 로뎀타워 705~709호 (원당동)",
2799,꿈꾸는소아청소년과의원,의원,032-564-1675,22866,"인천광역시 서구 이음대로 378, 로뎀타워 507, 508호 (원당동)",
2800,서울바로치과의원,치과의원,032-568-7573,22866,"인천광역시 서구 이음대로 378, 로뎀타워 304~306호 (원당동)",
2801,연세꿈꾸는아이치과의원,치과의원,032-565-2828,22866,"인천광역시 서구 이음대로 378, 로뎀타워 701~704호 (원당동)",
2802,위바른내과의원,의원,032-561-5570,22866,"인천광역시 서구 이음대로 378, 로뎀타워 501~506, 511호 (원당동)",
2803,유니한의원,한의원,032-721-7875,22866,"인천광역시 서구 이음대로 378, 로뎀타워 302, 303호 (원당동)",
2804,인천검단 리멤버피부과의원,의원,032-710-7574,22866,"인천광역시 서구 이음대로 378, 로뎀타워 803~806호 (원당동)",
2805,인천신세계안과의원,의원,032-716-9559,22866,"인천광역시 서구 이음대로 378, 로뎀타워 4층 401~406호 (원당동)",
2806,명신약국,약국,032-874-3872,22222,"인천광역시 미추홀구 학익소로61번길 135, (학익동)",
2807,신동아치과의원,치과의원,032-865-2828,22222,"인천광역시 미추홀구 학익소로61번길 135, (학익동)",
2808,예본플란트치과의원,치과의원,032-814-3461,21920,"인천광역시 연수구 새말로 27, (연수동, 동남스포피아 117호,118호,119호,120호)",
2809,디지털허브치과의원,치과의원,032-875-7529,22139,"인천광역시 미추홀구 미추홀대로 695, 인혜빌딩 7,8층 (주안동)",
2810,새봄가정의원,의원,032-812-7585,21919,"인천광역시 연수구 새말로 32, 2층 (연수동)",
2811,한울약국,약국,032-818-5578,21919,"인천광역시 연수구 새말로 32, (연수동)",
2812,인일요양병원,요양병원,032-863-0051,22139,"인천광역시 미추홀구 미추홀대로 699, (주안동, 지하3층~9층)",
